#	Pokemon	ポケモン	type_1	type_2	▲	Fastmove	通常技	★	type	dmg	dur	ene	DPS	EPS	▲	Chargemove	必殺技	★	type	ene	dmg	DPE	x	time	TotalDPS 
2	IVYSAUR	フシギソウ	GRASS	POISON		VINE_WHIP	つるのムチ	★	GRASS	6.0	1.0	8	6.0	8.0		SLUDGE_BOMB	ヘドロばくだん	★	POISON	50	96.0	1.9	7	7.0	19.71
2	IVYSAUR	フシギソウ	GRASS	POISON		RAZOR_LEAF	はっぱカッター	★	GRASS	9.6	1.0	4	9.6	4.0		SLUDGE_BOMB	ヘドロばくだん	★	POISON	50	96.0	1.9	13	13.0	16.98
3	VENUSAUR	フシギバナ	GRASS	POISON		RAZOR_LEAF	はっぱカッター	★	GRASS	9.6	1.0	4	9.6	4.0		SLUDGE_BOMB	ヘドロばくだん	★	POISON	50	96.0	1.9	13	13.0	16.98
3	VENUSAUR	フシギバナ	GRASS	POISON		VINE_WHIP	つるのムチ	★	GRASS	6.0	1.0	8	6.0	8.0		SLUDGE_BOMB	ヘドロばくだん	★	POISON	50	96.0	1.9	7	7.0	19.71
3	VENUSAUR	フシギバナ	GRASS	POISON		RAZOR_LEAF	はっぱカッター	★	GRASS	9.6	1.0	4	9.6	4.0		SOLAR_BEAM	ソーラービーム	★	GRASS	80	180.0	2.3	20	20.0	18.60
3	VENUSAUR	フシギバナ	GRASS	POISON		VINE_WHIP	つるのムチ	★	GRASS	6.0	1.0	8	6.0	8.0		SOLAR_BEAM	ソーラービーム	★	GRASS	80	180.0	2.3	10	10.0	24.00
3	VENUSAUR	フシギバナ	GRASS	POISON		RAZOR_LEAF	はっぱカッター	★	GRASS	9.6	1.0	4	9.6	4.0	▲	FRENZY_PLANT	ハードプラント	★	GRASS	45	120.0	2.7	12	12.0	19.60
3	VENUSAUR	フシギバナ	GRASS	POISON		VINE_WHIP	つるのムチ	★	GRASS	6.0	1.0	8	6.0	8.0	▲	FRENZY_PLANT	ハードプラント	★	GRASS	45	120.0	2.7	6	6.0	26.00
3	VENUSAUR	フシギバナ	GRASS	POISON		RAZOR_LEAF	はっぱカッター	★	GRASS	9.6	1.0	4	9.6	4.0		PETAL_BLIZZARD	はなふぶき	★	GRASS	65	132.0	2.0	17	17.0	17.36
3	VENUSAUR	フシギバナ	GRASS	POISON		VINE_WHIP	つるのムチ	★	GRASS	6.0	1.0	8	6.0	8.0		PETAL_BLIZZARD	はなふぶき	★	GRASS	65	132.0	2.0	9	9.0	20.67
4	CHARMANDER	ヒトカゲ	FIRE			SCRATCH	ひっかく		NORMAL	4.0	0.5	2	8.0	4.0		FLAME_BURST	はじけるほのお	★	FIRE	55	84.0	1.5	28	14.0	14.00
4	CHARMANDER	ヒトカゲ	FIRE			EMBER	ひのこ	★	FIRE	7.2	1.0	6	7.2	6.0		FLAME_BURST	はじけるほのお	★	FIRE	55	84.0	1.5	10	10.0	15.60
4	CHARMANDER	ヒトカゲ	FIRE			SCRATCH	ひっかく		NORMAL	4.0	0.5	2	8.0	4.0		FLAME_CHARGE	ニトロチャージ	★	FIRE	50	84.0	1.7	25	12.5	14.72
4	CHARMANDER	ヒトカゲ	FIRE			EMBER	ひのこ	★	FIRE	7.2	1.0	6	7.2	6.0		FLAME_CHARGE	ニトロチャージ	★	FIRE	50	84.0	1.7	9	9.0	16.53
4	CHARMANDER	ヒトカゲ	FIRE			SCRATCH	ひっかく		NORMAL	4.0	0.5	2	8.0	4.0		FLAMETHROWER	かえんほうしゃ	★	FIRE	50	84.0	1.7	25	12.5	14.72
4	CHARMANDER	ヒトカゲ	FIRE			EMBER	ひのこ	★	FIRE	7.2	1.0	6	7.2	6.0		FLAMETHROWER	かえんほうしゃ	★	FIRE	50	84.0	1.7	9	9.0	16.53
5	CHARMELEON	リザード	FIRE		▲	SCRATCH	ひっかく		NORMAL	4.0	0.5	2	8.0	4.0		FIRE_PUNCH	ほのおのパンチ	★	FIRE	40	66.0	1.7	20	10.0	14.60
5	CHARMELEON	リザード	FIRE			EMBER	ひのこ	★	FIRE	7.2	1.0	6	7.2	6.0		FIRE_PUNCH	ほのおのパンチ	★	FIRE	40	66.0	1.7	7	7.0	16.63
5	CHARMELEON	リザード	FIRE			FIRE_FANG	ほのおのキバ	★	FIRE	8.4	1.0	5	8.4	5.0		FIRE_PUNCH	ほのおのパンチ	★	FIRE	40	66.0	1.7	8	8.0	16.65
5	CHARMELEON	リザード	FIRE		▲	SCRATCH	ひっかく		NORMAL	4.0	0.5	2	8.0	4.0		FLAMETHROWER	かえんほうしゃ	★	FIRE	50	84.0	1.7	25	12.5	14.72
5	CHARMELEON	リザード	FIRE			EMBER	ひのこ	★	FIRE	7.2	1.0	6	7.2	6.0		FLAMETHROWER	かえんほうしゃ	★	FIRE	50	84.0	1.7	9	9.0	16.53
5	CHARMELEON	リザード	FIRE			FIRE_FANG	ほのおのキバ	★	FIRE	8.4	1.0	5	8.4	5.0		FLAMETHROWER	かえんほうしゃ	★	FIRE	50	84.0	1.7	10	10.0	16.80
5	CHARMELEON	リザード	FIRE		▲	SCRATCH	ひっかく		NORMAL	4.0	0.5	2	8.0	4.0		FLAME_BURST	はじけるほのお	★	FIRE	55	84.0	1.5	28	14.0	14.00
5	CHARMELEON	リザード	FIRE			EMBER	ひのこ	★	FIRE	7.2	1.0	6	7.2	6.0		FLAME_BURST	はじけるほのお	★	FIRE	55	84.0	1.5	10	10.0	15.60
5	CHARMELEON	リザード	FIRE			FIRE_FANG	ほのおのキバ	★	FIRE	8.4	1.0	5	8.4	5.0		FLAME_BURST	はじけるほのお	★	FIRE	55	84.0	1.5	11	11.0	16.04
6	CHARIZARD	リザードン	FIRE	FLYING		AIR_SLASH	エアスラッシュ	★	FLYING	10.8	1.5	9	7.2	6.0		DRAGON_CLAW	ドラゴンクロー		DRAGON	35	50.0	1.4	4	6.0	15.53
6	CHARIZARD	リザードン	FIRE	FLYING	▲	WING_ATTACK	つばさでうつ	★	FLYING	6.0	1.0	7	6.0	7.0		DRAGON_CLAW	ドラゴンクロー		DRAGON	35	50.0	1.4	5	5.0	16.00
6	CHARIZARD	リザードン	FIRE	FLYING		FIRE_SPIN	ほのおのうず	★	FIRE	10.8	1.5	10	7.2	6.7		DRAGON_CLAW	ドラゴンクロー		DRAGON	35	50.0	1.4	4	6.0	15.53
6	CHARIZARD	リザードン	FIRE	FLYING	▲	EMBER	ひのこ	★	FIRE	7.2	1.0	6	7.2	6.0		DRAGON_CLAW	ドラゴンクロー		DRAGON	35	50.0	1.4	6	6.0	15.53
6	CHARIZARD	リザードン	FIRE	FLYING		AIR_SLASH	エアスラッシュ	★	FLYING	10.8	1.5	9	7.2	6.0		FIRE_BLAST	だいもんじ	★	FIRE	80	168.0	2.1	9	13.5	19.64
6	CHARIZARD	リザードン	FIRE	FLYING	▲	WING_ATTACK	つばさでうつ	★	FLYING	6.0	1.0	7	6.0	7.0		FIRE_BLAST	だいもんじ	★	FIRE	80	168.0	2.1	12	12.0	20.00
6	CHARIZARD	リザードン	FIRE	FLYING		FIRE_SPIN	ほのおのうず	★	FIRE	10.8	1.5	10	7.2	6.7		FIRE_BLAST	だいもんじ	★	FIRE	80	168.0	2.1	8	12.0	21.20
6	CHARIZARD	リザードン	FIRE	FLYING	▲	EMBER	ひのこ	★	FIRE	7.2	1.0	6	7.2	6.0		FIRE_BLAST	だいもんじ	★	FIRE	80	168.0	2.1	14	14.0	19.20
6	CHARIZARD	リザードン	FIRE	FLYING		AIR_SLASH	エアスラッシュ	★	FLYING	10.8	1.5	9	7.2	6.0	▲	FLAMETHROWER	かえんほうしゃ	★	FIRE	50	84.0	1.7	6	9.0	16.53
6	CHARIZARD	リザードン	FIRE	FLYING	▲	WING_ATTACK	つばさでうつ	★	FLYING	6.0	1.0	7	6.0	7.0	▲	FLAMETHROWER	かえんほうしゃ	★	FIRE	50	84.0	1.7	8	8.0	16.50
6	CHARIZARD	リザードン	FIRE	FLYING		FIRE_SPIN	ほのおのうず	★	FIRE	10.8	1.5	10	7.2	6.7	▲	FLAMETHROWER	かえんほうしゃ	★	FIRE	50	84.0	1.7	5	7.5	18.40
6	CHARIZARD	リザードン	FIRE	FLYING	▲	EMBER	ひのこ	★	FIRE	7.2	1.0	6	7.2	6.0	▲	FLAMETHROWER	かえんほうしゃ	★	FIRE	50	84.0	1.7	9	9.0	16.53
6	CHARIZARD	リザードン	FIRE	FLYING		AIR_SLASH	エアスラッシュ	★	FLYING	10.8	1.5	9	7.2	6.0		OVERHEAT	オーバーヒート	★	FIRE	80	180.0	2.3	9	13.5	20.53
6	CHARIZARD	リザードン	FIRE	FLYING	▲	WING_ATTACK	つばさでうつ	★	FLYING	6.0	1.0	7	6.0	7.0		OVERHEAT	オーバーヒート	★	FIRE	80	180.0	2.3	12	12.0	21.00
6	CHARIZARD	リザードン	FIRE	FLYING		FIRE_SPIN	ほのおのうず	★	FIRE	10.8	1.5	10	7.2	6.7		OVERHEAT	オーバーヒート	★	FIRE	80	180.0	2.3	8	12.0	22.20
6	CHARIZARD	リザードン	FIRE	FLYING	▲	EMBER	ひのこ	★	FIRE	7.2	1.0	6	7.2	6.0		OVERHEAT	オーバーヒート	★	FIRE	80	180.0	2.3	14	14.0	20.06
6	CHARIZARD	リザードン	FIRE	FLYING		AIR_SLASH	エアスラッシュ	★	FLYING	10.8	1.5	9	7.2	6.0	▲	BLAST_BURN	ブラストバーン	★	FIRE	50	132.0	2.6	6	9.0	21.87
6	CHARIZARD	リザードン	FIRE	FLYING	▲	WING_ATTACK	つばさでうつ	★	FLYING	6.0	1.0	7	6.0	7.0	▲	BLAST_BURN	ブラストバーン	★	FIRE	50	132.0	2.6	8	8.0	22.50
6	CHARIZARD	リザードン	FIRE	FLYING		FIRE_SPIN	ほのおのうず	★	FIRE	10.8	1.5	10	7.2	6.7	▲	BLAST_BURN	ブラストバーン	★	FIRE	50	132.0	2.6	5	7.5	24.80
6	CHARIZARD	リザードン	FIRE	FLYING	▲	EMBER	ひのこ	★	FIRE	7.2	1.0	6	7.2	6.0	▲	BLAST_BURN	ブラストバーン	★	FIRE	50	132.0	2.6	9	9.0	21.87
7	SQUIRTLE	ゼニガメ	WATER			TACKLE	たいあたり		NORMAL	3.0	0.5	2	6.0	4.0		AQUA_JET	アクアジェット	★	WATER	45	54.0	1.2	23	11.5	10.70
7	SQUIRTLE	ゼニガメ	WATER			BUBBLE	あわ	★	WATER	9.6	1.5	11	6.4	7.3		AQUA_JET	アクアジェット	★	WATER	45	54.0	1.2	5	7.5	13.60
7	SQUIRTLE	ゼニガメ	WATER			TACKLE	たいあたり		NORMAL	3.0	0.5	2	6.0	4.0		WATER_PULSE	みずのはどう	★	WATER	60	84.0	1.4	30	15.0	11.60
7	SQUIRTLE	ゼニガメ	WATER			BUBBLE	あわ	★	WATER	9.6	1.5	11	6.4	7.3		WATER_PULSE	みずのはどう	★	WATER	60	84.0	1.4	6	9.0	15.73
7	SQUIRTLE	ゼニガメ	WATER			TACKLE	たいあたり		NORMAL	3.0	0.5	2	6.0	4.0		AQUA_TAIL	アクアテール	★	WATER	35	60.0	1.7	18	9.0	12.67
7	SQUIRTLE	ゼニガメ	WATER			BUBBLE	あわ	★	WATER	9.6	1.5	11	6.4	7.3		AQUA_TAIL	アクアテール	★	WATER	35	60.0	1.7	4	6.0	16.40
8	WARTORTLE	カメール	WATER			WATER_GUN	みずでっぽう	★	WATER	3.6	0.5	3	7.2	6.0		ICE_BEAM	れいとうビーム		ICE	55	90.0	1.6	19	9.5	16.67
8	WARTORTLE	カメール	WATER			BITE	かみつく		DARK	4.0	0.5	2	8.0	4.0		ICE_BEAM	れいとうビーム		ICE	55	90.0	1.6	28	14.0	14.43
8	WARTORTLE	カメール	WATER			WATER_GUN	みずでっぽう	★	WATER	3.6	0.5	3	7.2	6.0		HYDRO_PUMP	ハイドロポンプ	★	WATER	75	156.0	2.1	25	12.5	19.68
8	WARTORTLE	カメール	WATER			BITE	かみつく		DARK	4.0	0.5	2	8.0	4.0		HYDRO_PUMP	ハイドロポンプ	★	WATER	75	156.0	2.1	38	19.0	16.21
8	WARTORTLE	カメール	WATER			WATER_GUN	みずでっぽう	★	WATER	3.6	0.5	3	7.2	6.0		AQUA_JET	アクアジェット	★	WATER	45	54.0	1.2	15	7.5	14.40
8	WARTORTLE	カメール	WATER			BITE	かみつく		DARK	4.0	0.5	2	8.0	4.0		AQUA_JET	アクアジェット	★	WATER	45	54.0	1.2	23	11.5	12.70
9	BLASTOISE	カメックス	WATER			BITE	かみつく		DARK	4.0	0.5	2	8.0	4.0		ICE_BEAM	れいとうビーム		ICE	55	90.0	1.6	28	14.0	14.43
9	BLASTOISE	カメックス	WATER			WATER_GUN	みずでっぽう	★	WATER	3.6	0.5	3	7.2	6.0		ICE_BEAM	れいとうビーム		ICE	55	90.0	1.6	19	9.5	16.67
9	BLASTOISE	カメックス	WATER			BITE	かみつく		DARK	4.0	0.5	2	8.0	4.0	▲	HYDRO_CANNON	ハイドロカノン	★	WATER	40	108.0	2.7	20	10.0	18.80
9	BLASTOISE	カメックス	WATER			WATER_GUN	みずでっぽう	★	WATER	3.6	0.5	3	7.2	6.0	▲	HYDRO_CANNON	ハイドロカノン	★	WATER	40	108.0	2.7	14	7.0	22.63
9	BLASTOISE	カメックス	WATER			BITE	かみつく		DARK	4.0	0.5	2	8.0	4.0		HYDRO_PUMP	ハイドロポンプ	★	WATER	75	156.0	2.1	38	19.0	16.21
9	BLASTOISE	カメックス	WATER			WATER_GUN	みずでっぽう	★	WATER	3.6	0.5	3	7.2	6.0		HYDRO_PUMP	ハイドロポンプ	★	WATER	75	156.0	2.1	25	12.5	19.68
9	BLASTOISE	カメックス	WATER			BITE	かみつく		DARK	4.0	0.5	2	8.0	4.0		FLASH_CANNON	ラスターカノン		STEEL	65	110.0	1.7	33	16.5	14.67
9	BLASTOISE	カメックス	WATER			WATER_GUN	みずでっぽう	★	WATER	3.6	0.5	3	7.2	6.0		FLASH_CANNON	ラスターカノン		STEEL	65	110.0	1.7	22	11.0	17.20
10	CATERPIE	キャタピー	BUG			BUG_BITE	むしくい	★	BUG	3.6	0.5	3	7.2	6.0		STRUGGLE	わるあがき		NORMAL	100	35.0	0.4	34	17.0	9.26
10	CATERPIE	キャタピー	BUG			TACKLE	たいあたり		NORMAL	3.0	0.5	2	6.0	4.0		STRUGGLE	わるあがき		NORMAL	100	35.0	0.4	50	25.0	7.40
11	METAPOD	トランセル	BUG			TACKLE	たいあたり		NORMAL	3.0	0.5	2	6.0	4.0		STRUGGLE	わるあがき		NORMAL	100	35.0	0.4	50	25.0	7.40
11	METAPOD	トランセル	BUG			BUG_BITE	むしくい	★	BUG	3.6	0.5	3	7.2	6.0		STRUGGLE	わるあがき		NORMAL	100	35.0	0.4	34	17.0	9.26
12	BUTTERFREE	バタフリー	BUG	FLYING		STRUGGLE_BUG	むしのていこう	★	BUG	10.8	1.5	8	7.2	5.3		SIGNAL_BEAM	シグナルビーム	★	BUG	55	90.0	1.6	7	10.5	15.77
12	BUTTERFREE	バタフリー	BUG	FLYING	▲	BUG_BITE	むしくい	★	BUG	3.6	0.5	3	7.2	6.0		SIGNAL_BEAM	シグナルビーム	★	BUG	55	90.0	1.6	19	9.5	16.67
12	BUTTERFREE	バタフリー	BUG	FLYING		CONFUSION	ねんりき		PSYCHIC	12.0	2.0	12	6.0	6.0		SIGNAL_BEAM	シグナルビーム	★	BUG	55	90.0	1.6	5	10.0	15.00
12	BUTTERFREE	バタフリー	BUG	FLYING		STRUGGLE_BUG	むしのていこう	★	BUG	10.8	1.5	8	7.2	5.3		BUG_BUZZ	むしのさざめき	★	BUG	60	108.0	1.8	8	12.0	16.20
12	BUTTERFREE	バタフリー	BUG	FLYING	▲	BUG_BITE	むしくい	★	BUG	3.6	0.5	3	7.2	6.0		BUG_BUZZ	むしのさざめき	★	BUG	60	108.0	1.8	20	10.0	18.00
12	BUTTERFREE	バタフリー	BUG	FLYING		CONFUSION	ねんりき		PSYCHIC	12.0	2.0	12	6.0	6.0		BUG_BUZZ	むしのさざめき	★	BUG	60	108.0	1.8	5	10.0	16.80
12	BUTTERFREE	バタフリー	BUG	FLYING		STRUGGLE_BUG	むしのていこう	★	BUG	10.8	1.5	8	7.2	5.3		PSYCHIC	サイコキネシス		PSYCHIC	70	100.0	1.4	9	13.5	14.61
12	BUTTERFREE	バタフリー	BUG	FLYING	▲	BUG_BITE	むしくい	★	BUG	3.6	0.5	3	7.2	6.0		PSYCHIC	サイコキネシス		PSYCHIC	70	100.0	1.4	24	12.0	15.53
12	BUTTERFREE	バタフリー	BUG	FLYING		CONFUSION	ねんりき		PSYCHIC	12.0	2.0	12	6.0	6.0		PSYCHIC	サイコキネシス		PSYCHIC	70	100.0	1.4	6	12.0	14.33
13	WEEDLE	ビードル	BUG	POISON		BUG_BITE	むしくい	★	BUG	3.6	0.5	3	7.2	6.0		STRUGGLE	わるあがき		NORMAL	100	35.0	0.4	34	17.0	9.26
13	WEEDLE	ビードル	BUG	POISON		POISON_STING	どくばり	★	POISON	3.6	1.0	6	3.6	6.0		STRUGGLE	わるあがき		NORMAL	100	35.0	0.4	17	17.0	5.66
14	KAKUNA	コクーン	BUG	POISON		BUG_BITE	むしくい	★	BUG	3.6	0.5	3	7.2	6.0		STRUGGLE	わるあがき		NORMAL	100	35.0	0.4	34	17.0	9.26
14	KAKUNA	コクーン	BUG	POISON		POISON_STING	どくばり	★	POISON	3.6	1.0	6	3.6	6.0		STRUGGLE	わるあがき		NORMAL	100	35.0	0.4	17	17.0	5.66
15	BEEDRILL	スピアー	BUG	POISON		POISON_JAB	どくづき	★	POISON	7.2	1.0	7	7.2	7.0		AERIAL_ACE	つばめがえし		FLYING	45	55.0	1.2	7	7.0	15.06
15	BEEDRILL	スピアー	BUG	POISON	▲	BUG_BITE	むしくい	★	BUG	3.6	0.5	3	7.2	6.0		AERIAL_ACE	つばめがえし		FLYING	45	55.0	1.2	15	7.5	14.53
15	BEEDRILL	スピアー	BUG	POISON		INFESTATION	まとわりつく	★	BUG	7.2	1.5	11	4.8	7.3		AERIAL_ACE	つばめがえし		FLYING	45	55.0	1.2	5	7.5	12.13
15	BEEDRILL	スピアー	BUG	POISON		POISON_JAB	どくづき	★	POISON	7.2	1.0	7	7.2	7.0		X_SCISSOR	シザークロス	★	BUG	35	54.0	1.5	5	5.0	18.00
15	BEEDRILL	スピアー	BUG	POISON	▲	BUG_BITE	むしくい	★	BUG	3.6	0.5	3	7.2	6.0		X_SCISSOR	シザークロス	★	BUG	35	54.0	1.5	12	6.0	16.20
15	BEEDRILL	スピアー	BUG	POISON		INFESTATION	まとわりつく	★	BUG	7.2	1.5	11	4.8	7.3		X_SCISSOR	シザークロス	★	BUG	35	54.0	1.5	4	6.0	13.80
15	BEEDRILL	スピアー	BUG	POISON		POISON_JAB	どくづき	★	POISON	7.2	1.0	7	7.2	7.0		SLUDGE_BOMB	ヘドロばくだん	★	POISON	50	96.0	1.9	8	8.0	19.20
15	BEEDRILL	スピアー	BUG	POISON	▲	BUG_BITE	むしくい	★	BUG	3.6	0.5	3	7.2	6.0		SLUDGE_BOMB	ヘドロばくだん	★	POISON	50	96.0	1.9	17	8.5	18.49
15	BEEDRILL	スピアー	BUG	POISON		INFESTATION	まとわりつく	★	BUG	7.2	1.5	11	4.8	7.3		SLUDGE_BOMB	ヘドロばくだん	★	POISON	50	96.0	1.9	5	7.5	17.60
16	PIDGEY	ポッポ	NORMAL	FLYING		QUICK_ATTACK	でんこうせっか	★	NORMAL	6.0	1.0	7	6.0	7.0		TWISTER	たつまき		DRAGON	45	45.0	1.0	7	7.0	12.43
16	PIDGEY	ポッポ	NORMAL	FLYING		TACKLE	たいあたり	★	NORMAL	3.6	0.5	2	7.2	4.0		TWISTER	たつまき		DRAGON	45	45.0	1.0	23	11.5	11.11
16	PIDGEY	ポッポ	NORMAL	FLYING		QUICK_ATTACK	でんこうせっか	★	NORMAL	6.0	1.0	7	6.0	7.0		AIR_CUTTER	エアカッター	★	FLYING	55	72.0	1.3	8	8.0	15.00
16	PIDGEY	ポッポ	NORMAL	FLYING		TACKLE	たいあたり	★	NORMAL	3.6	0.5	2	7.2	4.0		AIR_CUTTER	エアカッター	★	FLYING	55	72.0	1.3	28	14.0	12.34
16	PIDGEY	ポッポ	NORMAL	FLYING		QUICK_ATTACK	でんこうせっか	★	NORMAL	6.0	1.0	7	6.0	7.0		AERIAL_ACE	つばめがえし	★	FLYING	45	66.0	1.5	7	7.0	15.43
16	PIDGEY	ポッポ	NORMAL	FLYING		TACKLE	たいあたり	★	NORMAL	3.6	0.5	2	7.2	4.0		AERIAL_ACE	つばめがえし	★	FLYING	45	66.0	1.5	23	11.5	12.94
17	PIDGEOTTO	ピジョン	NORMAL	FLYING		STEEL_WING	はがねのつばさ		STEEL	7.0	1.0	5	7.0	5.0		AERIAL_ACE	つばめがえし	★	FLYING	45	66.0	1.5	9	9.0	14.33
17	PIDGEOTTO	ピジョン	NORMAL	FLYING		WING_ATTACK	つばさでうつ	★	FLYING	6.0	1.0	7	6.0	7.0		AERIAL_ACE	つばめがえし	★	FLYING	45	66.0	1.5	7	7.0	15.43
17	PIDGEOTTO	ピジョン	NORMAL	FLYING		STEEL_WING	はがねのつばさ		STEEL	7.0	1.0	5	7.0	5.0		TWISTER	たつまき		DRAGON	45	45.0	1.0	9	9.0	12.00
17	PIDGEOTTO	ピジョン	NORMAL	FLYING		WING_ATTACK	つばさでうつ	★	FLYING	6.0	1.0	7	6.0	7.0		TWISTER	たつまき		DRAGON	45	45.0	1.0	7	7.0	12.43
17	PIDGEOTTO	ピジョン	NORMAL	FLYING		STEEL_WING	はがねのつばさ		STEEL	7.0	1.0	5	7.0	5.0		AIR_CUTTER	エアカッター	★	FLYING	55	72.0	1.3	11	11.0	13.55
17	PIDGEOTTO	ピジョン	NORMAL	FLYING		WING_ATTACK	つばさでうつ	★	FLYING	6.0	1.0	7	6.0	7.0		AIR_CUTTER	エアカッター	★	FLYING	55	72.0	1.3	8	8.0	15.00
18	PIDGEOT	ピジョット	NORMAL	FLYING		STEEL_WING	はがねのつばさ		STEEL	7.0	1.0	5	7.0	5.0		HURRICANE	ぼうふう	★	FLYING	65	132.0	2.0	13	13.0	17.15
18	PIDGEOT	ピジョット	NORMAL	FLYING	▲	WING_ATTACK	つばさでうつ	★	FLYING	6.0	1.0	7	6.0	7.0		HURRICANE	ぼうふう	★	FLYING	65	132.0	2.0	10	10.0	19.20
18	PIDGEOT	ピジョット	NORMAL	FLYING		AIR_SLASH	エアスラッシュ	★	FLYING	10.8	1.5	9	7.2	6.0		HURRICANE	ぼうふう	★	FLYING	65	132.0	2.0	8	12.0	18.20
18	PIDGEOT	ピジョット	NORMAL	FLYING		STEEL_WING	はがねのつばさ		STEEL	7.0	1.0	5	7.0	5.0	▲	AIR_CUTTER	エアカッター	★	FLYING	55	72.0	1.3	11	11.0	13.55
18	PIDGEOT	ピジョット	NORMAL	FLYING	▲	WING_ATTACK	つばさでうつ	★	FLYING	6.0	1.0	7	6.0	7.0	▲	AIR_CUTTER	エアカッター	★	FLYING	55	72.0	1.3	8	8.0	15.00
18	PIDGEOT	ピジョット	NORMAL	FLYING		AIR_SLASH	エアスラッシュ	★	FLYING	10.8	1.5	9	7.2	6.0	▲	AIR_CUTTER	エアカッター	★	FLYING	55	72.0	1.3	7	10.5	14.06
18	PIDGEOT	ピジョット	NORMAL	FLYING		STEEL_WING	はがねのつばさ		STEEL	7.0	1.0	5	7.0	5.0		AERIAL_ACE	つばめがえし	★	FLYING	45	66.0	1.5	9	9.0	14.33
18	PIDGEOT	ピジョット	NORMAL	FLYING	▲	WING_ATTACK	つばさでうつ	★	FLYING	6.0	1.0	7	6.0	7.0		AERIAL_ACE	つばめがえし	★	FLYING	45	66.0	1.5	7	7.0	15.43
18	PIDGEOT	ピジョット	NORMAL	FLYING		AIR_SLASH	エアスラッシュ	★	FLYING	10.8	1.5	9	7.2	6.0		AERIAL_ACE	つばめがえし	★	FLYING	45	66.0	1.5	5	7.5	16.00
18	PIDGEOT	ピジョット	NORMAL	FLYING		STEEL_WING	はがねのつばさ		STEEL	7.0	1.0	5	7.0	5.0		BRAVE_BIRD	ブレイブバード	★	FLYING	55	108.0	2.0	11	11.0	16.82
18	PIDGEOT	ピジョット	NORMAL	FLYING	▲	WING_ATTACK	つばさでうつ	★	FLYING	6.0	1.0	7	6.0	7.0		BRAVE_BIRD	ブレイブバード	★	FLYING	55	108.0	2.0	8	8.0	19.50
18	PIDGEOT	ピジョット	NORMAL	FLYING		AIR_SLASH	エアスラッシュ	★	FLYING	10.8	1.5	9	7.2	6.0		BRAVE_BIRD	ブレイブバード	★	FLYING	55	108.0	2.0	7	10.5	17.49
19	RATTATA_ALOLA	コラッタ (アローラのすがた)	DARK	NORMAL		QUICK_ATTACK	でんこうせっか	★	NORMAL	6.0	1.0	7	6.0	7.0		HYPER_FANG	ひっさつまえば	★	NORMAL	50	96.0	1.9	8	8.0	18.00
19	RATTATA_ALOLA	コラッタ (アローラのすがた)	DARK	NORMAL		TACKLE	たいあたり	★	NORMAL	3.6	0.5	2	7.2	4.0		HYPER_FANG	ひっさつまえば	★	NORMAL	50	96.0	1.9	25	12.5	14.88
